symbol,chainId,chain,address,name,reviewReason
USDC,137,Polygon Mainnet,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USD Coin (PoS),Verify exact bridge/issuer identity and branding before alignment
USDC,252,Fraxtal,0xdcc0f2d8f90fde85b10ac1c8ab57dc0ae946a543,USD Coin,Verify exact bridge/issuer identity and branding before alignment
USDC,369,PulseChain,0x080f7a005834c84240f25b2df4aed8236bd57812,USDC,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
USDC,369,PulseChain,0x15d38573d2feeb82e7ad5187ab8c1d52810b1f07,USD Coin from Ethereum,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
USDC,369,PulseChain,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
USDC,3338,Peaq,0xbba60da06c2c5424f03f7434542280fcad453d10,USDC,Verify exact bridge/issuer identity and branding before alignment
USDC,5000,Mantle,0x09bc4e0d864854c6afb6eb9a9cdf58ac190d0df9,USD Coin,Verify exact bridge/issuer identity and branding before alignment
USDC,34443,Mode,0xd988097fb8612cc24eec14542bc03424c656005f,USD Coin,Verify exact bridge/issuer identity and branding before alignment
USDC,42161,Arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),Verify exact bridge/issuer identity and branding before alignment
USDC,42220,Celo Mainnet,0xef4229c8c3250c675f21bcefa42f58efbff6002a,USD Coin,Verify exact bridge/issuer identity and branding before alignment
USDC,42793,Etherlink,0x796ea11fa2dd751ed01b53c372ffdb4aaa8f00f9,USD Coin,Verify exact bridge/issuer identity and branding before alignment
USDC,534352,Scroll,0x06efdbff2a14a7c8e15944d1f4a48f9f95f663a4,USD Coin,Verify exact bridge/issuer identity and branding before alignment
WBTC,25,Cronos,0x062e66477faf219f25d27dced647bf57c3107d52,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,40,Telos,0x0555e30da8f98308edb960aa94c0db47230d2b9c,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,56,BNB Chain,0x0555e30da8f98308edb960aa94c0db47230d2b9c,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,130,Unichain,0x0555e30da8f98308edb960aa94c0db47230d2b9c,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,143,Monad,0x0555e30da8f98308edb960aa94c0db47230d2b9c,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,146,Sonic,0x0555e30da8f98308edb960aa94c0db47230d2b9c,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,252,Fraxtal,0x7f3a9afc827aeedb0c5dc1a66c0baa41cd7289f0,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,369,PulseChain,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Wrapped BTC,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
WBTC,369,PulseChain,0xb17d901469b9208b17d916112988a3fed19b5ca1,Wrapped BTC from Ethereum,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
WBTC,480,World Chain,0x03c7054bcb39f7b2e5b2c7acb37583e32d70cfa3,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,1868,Soneium,0x0555e30da8f98308edb960aa94c0db47230d2b9c,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,5000,Mantle,0xcabae6f6ea1ecab08ad02fe02ce9a44f09aebfa2,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,8453,Base,0x0555e30da8f98308edb960aa94c0db47230d2b9c,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,42220,Celo Mainnet,0xbaab46e28388d2779e6e31fd00cf0e5ad95e327b,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,42793,Etherlink,0xbfc94cd2b1e55999cfc7347a9313e88702b83d0f,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,43111,Hemi,0x03c7054bcb39f7b2e5b2c7acb37583e32d70cfa3,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,43114,Avalanche C-Chain,0x0555e30da8f98308edb960aa94c0db47230d2b9c,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,80094,Berachain,0x0555e30da8f98308edb960aa94c0db47230d2b9c,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
WBTC,534352,Scroll,0x3c1bca5a656e69edcd0d4e36bebb3fcdaca60cf1,Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
ETH,40,Telos,0xa0fb8cd450c8fd3a11901876cd5f17eb47c6bc50,Ether,Verify exact bridge/issuer identity and branding before alignment
ETH,56,BNB Chain,0x2170ed0880ac9a755fd29b2688956bd959f933f8,Ethereum Token,Verify exact bridge/issuer identity and branding before alignment
ETH,369,PulseChain,0xbfcfa52225baa5feec5fbb54e6458957d53ddd94,ETH,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
ETH,43114,Avalanche C-Chain,0xf20d962a6c8f70c731bd838a3a388d7d48fa6e15,Ether,Verify exact bridge/issuer identity and branding before alignment
DAI,25,Cronos,0xf2001b145b43032aaf5ee2884e456ccd805f677d,Dai Stablecoin,Verify exact bridge/issuer identity and branding before alignment
DAI,56,BNB Chain,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,Dai Token,Verify exact bridge/issuer identity and branding before alignment
DAI,369,PulseChain,0x6b175474e89094c44da98b954eedeac495271d0f,Dai Stablecoin,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
DAI,369,PulseChain,0xefd766ccb38eaf1dfd701853bfce31359239f305,Dai Stablecoin from Ethereum,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
DAI,369,PulseChain,0xf598cb1d27fb2c5c731f535ad6c1d0ec5efe1320,DAI,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
DAI,59144,Linea,0x4af15ec2a0bd43db75dd04e62faa3b8ef36b00d5,Dai Stablecoin,Verify exact bridge/issuer identity and branding before alignment
DAI,534352,Scroll,0xca77eb3fefe3725dc33bccb54edefc3d9f764f97,Dai Stablecoin,Verify exact bridge/issuer identity and branding before alignment
UNI,25,Cronos,0x16ad43896f7c47a5d9ee546c44a22205738b329c,Uniswap,Verify exact bridge/issuer identity and branding before alignment
UNI,56,BNB Chain,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,Uniswap,Verify exact bridge/issuer identity and branding before alignment
UNI,137,Polygon Mainnet,0xb33eaad8d922b1083446dc23f610c2567fb5180f,Uniswap (PoS),Verify exact bridge/issuer identity and branding before alignment
UNI,369,PulseChain,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
UNI,369,PulseChain,0x3f105121a10247de9a92e818554dd5fcd2063ae7,Uniswap from Ethereum,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
UNI,42161,Arbitrum,0xfa7f8980b0f1e64a2062791cc3b0871572f1f7f0,Uniswap,Verify exact bridge/issuer identity and branding before alignment
UNI,59144,Linea,0x636b22bc471c955a8db60f28d4795066a8201fa3,Uniswap,Verify exact bridge/issuer identity and branding before alignment
LINK,25,Cronos,0xbc6f24649ccd67ec42342accdceccb2efa27c9d9,ChainLink Token,Verify exact bridge/issuer identity and branding before alignment
LINK,56,BNB Chain,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,ChainLink Token,Verify exact bridge/issuer identity and branding before alignment
LINK,369,PulseChain,0x514910771af9ca656af840dff83e8264ecf986ca,ChainLink Token,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
LINK,369,PulseChain,0xee2d275dbb79c7871f8c6eb2a4d0687dd85409d1,ChainLink Token from Ethereum,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
USDC.e,25,Cronos,0xf951ec28187d9e5ca673da8fe6757e6f0be5f77c,Bridged USDC (Stargate),Verify exact bridge/issuer identity and branding before alignment
USDC.e,40,Telos,0xf1815bd50389c46847f0bda824ec8da914045d14,Bridged USDC (Stargate),Verify exact bridge/issuer identity and branding before alignment
USDC.e,480,World Chain,0x79a02482a880bce3f13e09da970dc34db4cd24d1,Bridged USDC (world-chain-mainnet),Circle now lists native USDC at this address; review stale USDC.e metadata before alignment
USDC.e,1135,Lisk,0xf242275d3a6527d877f2c927a82d9b057609cc71,Bridged USDC (Lisk),Verify exact bridge/issuer identity and branding before alignment
USDC.e,1750,Metal,0x51e85d70944256710cb141847f1a04f568c1db0e,Bridged USDC (Metal Mainnet),Verify exact bridge/issuer identity and branding before alignment
USDC.e,1868,Soneium,0xba9986d2381edf1da03b0b9c1f8b00dc4aacc369,Bridged USDC (Soneium),Verify exact bridge/issuer identity and branding before alignment
USDC.e,4217,Tempo,0x20c000000000000000000000b9537d11c60e8b50,Bridged USDC (Stargate),Verify exact bridge/issuer identity and branding before alignment
USDC.e,43111,Hemi,0xad11a8beb98bbf61dbb1aa0f6d6f2ecd87b35afa,Bridged USDC (Stargate),Verify exact bridge/issuer identity and branding before alignment
USDC.e,43114,Avalanche C-Chain,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,USD Coin,Verify exact bridge/issuer identity and branding before alignment
USDC.e,57073,Ink,0xf1815bd50389c46847f0bda824ec8da914045d14,Bridged USDC (Stargate),Verify exact bridge/issuer identity and branding before alignment
USDC.e,80094,Berachain,0x549943e04f40284185054145c6e4e9568c1d3241,Bridged USDC (Stargate),Verify exact bridge/issuer identity and branding before alignment
PENDLE,25,Cronos,0x49c3bbb239f4fb44327073510f4ba72d207a81d6,Pendle,Verify exact bridge/issuer identity and branding before alignment
PENDLE,43114,Avalanche C-Chain,0xfb98b335551a418cd0737375a2ea0ded62ea213b,Pendle,Verify exact bridge/issuer identity and branding before alignment
USDe,999,Hyper EVM,0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34,USDeOFT,Verify exact bridge/issuer identity and branding before alignment
USDe,4663,Robinhood,0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34,USDe,Verify exact bridge/issuer identity and branding before alignment
FRAX,56,BNB Chain,0x29ced01c447166958605519f10dcf8b0255fb379,Frax,Verify exact bridge/issuer identity and branding before alignment
FRAX,56,BNB Chain,0x90c97f71e18723b0cf0dfa30ee176ab653e89f40,Frax,Verify exact bridge/issuer identity and branding before alignment
FRAX,137,Polygon Mainnet,0x104592a158490a9228070e0a8e5343b499e125d0,Frax (PoS),Verify exact bridge/issuer identity and branding before alignment
FRAX,137,Polygon Mainnet,0x45c32fa6df82ead1e2ef74d17b76547eddfaff89,Frax,Verify exact bridge/issuer identity and branding before alignment
FRAX,252,Fraxtal,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,FRAX,Verify exact bridge/issuer identity and branding before alignment
FRAX,43114,Avalanche C-Chain,0xdc42728b0ea910349ed3c6e1c9dc06b5fb591f98,Frax,Verify exact bridge/issuer identity and branding before alignment
AAVE,25,Cronos,0xe657b115bc45c0786274c824f83e3e02ce809185,Aave Token,Verify exact bridge/issuer identity and branding before alignment
AAVE,56,BNB Chain,0xfb6115445bff7b52feb98650c87f44907e58f802,Aave Token,Verify exact bridge/issuer identity and branding before alignment
AAVE,369,PulseChain,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,Aave Token,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
CRV,25,Cronos,0xfef44a0c77eca218f443382d3128a7a251a8c542,Curve DAO Token,Verify exact bridge/issuer identity and branding before alignment
CRV,252,Fraxtal,0x331b9182088e2a7d6d3fe4742aba1fb231aecc56,Curve DAO Token,Verify exact bridge/issuer identity and branding before alignment
CRV,42161,Arbitrum,0x11cdb42b0eb46d95f990bedd4695a6e3fa034978,Curve DAO Token,Verify exact bridge/issuer identity and branding before alignment
sUSDe,999,Hyper EVM,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,Staked USDe,Verify exact bridge/issuer identity and branding before alignment
wstETH,252,Fraxtal,0x748e54072189ec8540cd58a078404ebfdc2aacea,Wrapped liquid staked Ether 2.0,Verify exact bridge/issuer identity and branding before alignment
wstETH,747474,Katana,0x7fb4d0f51544f24f385a421db6e7d4fc71ad8e5c,Wrapped liquid staked Ether 2.0,Verify exact bridge/issuer identity and branding before alignment
COMP,10,Optimism,0x7e7d4467112689329f7e06571ed0e8cbad4910ee,Compound,Verify exact bridge/issuer identity and branding before alignment
COMP,25,Cronos,0x4fb1af9d09db3fbbda96071eae0aeae6e871f9ac,Compound,Verify exact bridge/issuer identity and branding before alignment
COMP,56,BNB Chain,0x52ce071bd9b1c4b00a0b92d298c512478cad67e8,Compound Coin,Verify exact bridge/issuer identity and branding before alignment
COMP,137,Polygon Mainnet,0x8505b9d2254a7ae468c0e9dd10ccea3a837aef5c,(PoS) Compound,Verify exact bridge/issuer identity and branding before alignment
COMP,42161,Arbitrum,0x354a6da3fcde098f8389cad84b0182725c6c91de,Compound,Verify exact bridge/issuer identity and branding before alignment
rETH,1,Ethereum,0x9559aaa82d9649c7a7b220e7c461d2e74c9a3593,StaFi,Separate issuer: StaFi rETH is not Rocket Pool rETH
rETH,137,Polygon Mainnet,0x0266f4f08d82372cf0fcbccc0ff74309089c74d1,Rocket Pool ETH (PoS),Verify exact bridge/issuer identity and branding before alignment
LDO,25,Cronos,0xa37b89c9fcdee564b95d5ce6ce6d90ad1038ee92,Lido DAO Token,Verify exact bridge/issuer identity and branding before alignment
LDO,137,Polygon Mainnet,0xc3c7d422809852031b44ab29eec9f1eff2a58756,Lido DAO Token (PoS),Verify exact bridge/issuer identity and branding before alignment
LDO,42161,Arbitrum,0x13ad51ed4f1b7e9dc168d8a00cb3f4ddd85efa60,Lido DAO Token,Verify exact bridge/issuer identity and branding before alignment
USDS,1,Ethereum,0x45fdb1b92a649fb6a64ef1511d3ba5bf60044838,Spice USD,Separate issuer: Spice USD is not Sky USDS
USDS,1,Ethereum,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS Stablecoin,No cross-chain visual difference in the Sky pair; retain current logos
USDS,56,BNB Chain,0xde7d1ce109236b12809c45b23d22f30dba0ef424,Spice USD,Separate issuer: Spice USD is not Sky USDS
USDS,137,Polygon Mainnet,0x2f1b1662a895c6ba01a99dcaf56778e7d77e5609,Spice USD,Separate issuer: Spice USD is not Sky USDS
USDS,8453,Base,0x820c137fa70c8691f0e44dc420a5e53c168921dc,USDS Stablecoin,No cross-chain visual difference in the Sky pair; retain current logos
USDS,43114,Avalanche C-Chain,0xab05b04743e0aeaf9d2ca81e5d3b8385e4bf961e,Spice USD,Separate issuer: Spice USD is not Sky USDS
BTC,369,PulseChain,0x6526779a6ada09f2dd3bbb3af92a280c2c8a1860,Bitcorn,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
BTC,369,PulseChain,0xf7bf2a938f971d7e4811a1170c43d651d21a0f81,BITCOIN,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
BTC,42220,Celo Mainnet,0xd629eb00deced2a080b7ec630ef6ac117e614f1b,Wrapped Bitcoin,Verify exact bridge/issuer identity and branding before alignment
SNX,25,Cronos,0x9aa8f72dd2c06eaff0113bd0380255e1fbdaeac4,Synthetix Network Token,Verify exact bridge/issuer identity and branding before alignment
SNX,56,BNB Chain,0x9ac983826058b8a9c7aa1c9171441191232e8404,Synthetix Network Token,Verify exact bridge/issuer identity and branding before alignment
SNX,137,Polygon Mainnet,0x50b728d8d964fd00c2d0aad81718b71311fef68a,Synthetix Network Token (PoS),Verify exact bridge/issuer identity and branding before alignment
BTC.b,1,Ethereum,0xb0f70c0bd6fd87dbeb7c10dc692a2a6106817072,Bitcoin,Verify exact bridge/issuer identity and branding before alignment
BTC.b,40,Telos,0x7627b27594bc71e6ab0fce755ae8931eb1e12dac,Bitcoin,Verify exact bridge/issuer identity and branding before alignment
BTC.b,4326,MegaETH,0xb0f70c0bd6fd87dbeb7c10dc692a2a6106817072,Bitcoin,Verify exact bridge/issuer identity and branding before alignment
BTC.b,42161,Arbitrum,0x2297aebd383787a160dd0d9f71508148769342e3,Bitcoin,Verify exact bridge/issuer identity and branding before alignment
BTC.b,43114,Avalanche C-Chain,0x152b9d0fdc40c096757f570a51e494bd4b943e50,Bitcoin,Verify exact bridge/issuer identity and branding before alignment
cbBTC,143,Monad,0xd18b7ec58cdf4876f6afebd3ed1730e4ce10414b,Coinbase Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
cbBTC,4663,Robinhood,0xcec185eb182c47d1ba1efc84e6959e18cd620be4,Coinbase Wrapped BTC,Verify exact bridge/issuer identity and branding before alignment
stETH,1,Ethereum,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,Liquid staked Ether 2.0,Verify exact bridge/issuer identity and branding before alignment
stETH,369,PulseChain,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,Liquid staked Ether 2.0,PulseChain fork or bridged asset; preserve distinct branding until exact identity is verified
sUSDS,1,Ethereum,0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,Savings USDS,No cross-chain visual difference in the Sky pair; retain current logos
sUSDS,8453,Base,0x5875eee11cf8398102fdad704c9e96607675467a,Savings USDS,No cross-chain visual difference in the Sky pair; retain current logos
